Tow Date,Make,Style,Model,Color,Plate,State,Towed to Address,Tow Facility Phone,Inventory Number
02/10/2025,TOYT,4D,,BLU,EJ24554,IL,701 N. Sacramento,(773) 265-7605,7114473
02/10/2025,NISS,LL,,BLK,BF68420,IL,701 N. Sacramento,(773) 265-7605,7114483
02/10/2025,CADI,4D,,WHI,DW12036,IL,701 N. Sacramento,(773) 265-7605,7114474
02/10/2025,JEEP,LL,TK,GRY,ES54814,IL,10300 S. Doty,(773) 568-8495,2982789
02/10/2025,VOLK,LL,,WHI,DH21995,IL,701 N. Sacramento,(773) 265-7605,7114476
02/19/2025,HYUN,4D,,SIL,EW19805,IL,10300 S. Doty,(773) 568-8495,2983181
02/10/2025,NISS,4D,,GRY,Z757394,IL,701 N. Sacramento,(773) 265-7605,7114479
02/10/2025,MASE,4D,,BLU,EU86874,IL,10300 S. Doty,(773) 568-8495,2982791
02/10/2025,TOYO,4D,,WHI,4058323B,IL,10300 S. Doty,(773) 568-8495,2982790
02/10/2025,BUIC,4D,,GRN,DX79507,IL,701 N. Sacramento,(773) 265-7605,7114452
02/10/2025,CHEV,4D,,BLK,EH33337,IL,701 N. Sacramento,(773) 265-7605,7114475
02/10/2025,LAND,LL,,BLK,580CWH,IN,701 N. Sacramento,(773) 265-7605,7114482
02/10/2025,TOYT,PK,TK,RED,3325944B,IL,701 N. Sacramento,(773) 265-7605,7114478
02/10/2025,VOLK,4D,,GRY,DP54095,IL,10300 S. Doty,(773) 568-8495,2982792
02/10/2025,FORD,PK,TK,WHI,AG16433,AZ,701 N. Sacramento,(773) 265-7605,7114485
02/10/2025,GMC,LL,,BLK,EN23122,IL,10300 S. Doty,(773) 568-8495,2982793
02/10/2025,NISS,4D,,BLK,EU40810,IL,400 E. Lower Wacker,(312) 744-7550,0335873
02/10/2025,CHEV,4D,,WHI,351AC983,IL,400 E. Lower Wacker,(312) 744-7550,0335882
02/10/2025,MERZ,VN,,BLK,,,10300 S. Doty,(773) 785-9752,1727673
02/10/2025,KIA,4D,,WHI,ES68562,IL,10300 S. Doty,(773) 568-8495,2982838
02/10/2025,DODG,PK,,GRY,,,10300 S. Doty,(773) 568-8495,2982837
02/04/2025,AUDI,HB,,BLK,,IL,10300 S. Doty,(773) 568-8495,2982431
02/10/2025,TOYT,LL,,SIL,V691297,IL,701 N. Sacramento,(773) 265-1846,1548849
02/10/2025,BMW,4D,,SIL,,,701 N. Sacramento,(773) 265-1846,1548851
02/10/2025,CADI,LL,,TAN,EH28533,IL,701 N. Sacramento,(773) 265-1846,1548847
02/10/2025,,,,RED,,,701 N. Sacramento,(773) 265-1846,1548848
02/10/2025,JEEP,LL,,SIL,DS58723,IL,10300 S. Doty,(773) 785-9752,1727678
02/10/2025,TOYT,4D,,SIL,DL44107,IL,701 N. Sacramento,(773) 265-7605,7114492
02/10/2025,,SE,,WHI,,IL,701 N. Sacramento,(773) 265-1846,1548852
02/10/2025,HYUN,LL,,WHI,CLW1NF,IL,10300 S. Doty,(773) 568-8495,2982847
02/10/2025,HOND,2D,,SIL,,IL,10300 S. Doty,(773) 568-8495,2982846
02/10/2025,FORD,PK,F15,WHI,,IL,10300 S. Doty,(773) 568-8495,2982849
02/10/2025,,OB,,WHI,,,10300 S. Doty,(773) 785-9752,1727679
02/10/2025,VOLV,4D,,SIL,BZ57059,IL,701 N. Sacramento,(773) 265-7605,7114497
02/10/2025,GMC,PK,SRA,RED,EYV967,IA,701 N. Sacramento,(773) 265-7605,7114502
02/11/2025,JEEP,LL,,WHI,NFSW17,FL,400 E. Lower Wacker,(312) 744-7550,0335919
02/11/2025,JEEP,LL,TK,BLK,EX17469,IL,10300 S. Doty,(773) 568-8495,2982856
02/11/2025,BUIC,4D,,TAN,,,10300 S. Doty,(773) 568-8495,2982855
02/11/2025,FORD,4D,FOC,DBL,FB41841,IL,10300 S. Doty,(773) 568-8495,2982851
02/11/2025,INFI,4D,,BLK,EZ13263,IL,10300 S. Doty,(773) 568-8495,2982858
02/11/2025,CHEV,2D,,BLK,T116140,OH,701 N. Sacramento,(773) 265-7605,7114510
02/11/2025,CHEV,4D,MAL,WHI,ET93220,IL,10300 S. Doty,(773) 568-8495,2982859
02/11/2025,FORD,LL,,BLK,EL39420,IL,10300 S. Doty,(773) 568-8495,2982862
02/11/2025,MERZ,LL,,WHI,JSD4396,OH,10300 S. Doty,(773) 568-8495,2982861
02/11/2025,MERZ,LL,,SIL,EU93375,IL,10300 S. Doty,(773) 568-8495,2982863
02/11/2025,FORD,4D,,BLK,011096A8,IL,10300 S. Doty,(773) 568-8495,2982864
02/11/2025,TOYT,4D,,GRY,EU31179,IL,701 N. Sacramento,(773) 265-7605,7114506
02/11/2025,CHEV,4D,MAL,BLK,CWC8545,AZ,10300 S. Doty,(773) 568-8495,2982880
02/11/2025,NISS,4D,,BLK,,IL,701 N. Sacramento,(773) 265-7605,7114511
02/11/2025,LEXS,LL,RX3,WHI,AH16688,IL,701 N. Sacramento,(773) 265-7605,7114516
02/11/2025,TOYT,LL,,WHI,2C01BHB,AL,10300 S. Doty,(773) 568-8495,2982890
02/11/2025,CHEV,4D,,BLK,,IL,10300 S. Doty,(773) 568-8495,2982873
02/11/2025,AUDI,4D,,GRY,CV50380,IL,10300 S. Doty,(773) 568-8495,2982872
02/11/2025,SUZI,MC,,BLK,,IL,701 N. Sacramento,(773) 265-7605,7114517
02/11/2025,NISS,4D,,SIL,EZ27912,IL,10300 S. Doty,(773) 568-8495,2982875
02/11/2025,HOND,4D,,BLU,,,10300 S. Doty,(773) 568-8495,2982874
02/10/2025,PONT,4D,,SIL,,IL,10300 S. Doty,(773) 568-8495,2982843
02/11/2025,DODG,4D,,SIL,AV77153,IL,10300 S. Doty,(773) 568-8495,2982877
02/11/2025,AUDI,LL,,GRY,,,701 N. Sacramento,(773) 265-1846,1548854
02/11/2025,HOND,4D,,GRY,Z485011,IL,701 N. Sacramento,(773) 265-1846,1548853
02/11/2025,TOYT,2D,,RED,011391A4,IL,701 N. Sacramento,(773) 265-7605,7114522
02/11/2025,NISS,LL,,GRY,CB48418,IL,10300 S. Doty,(773) 568-8495,2982878
02/11/2025,CHEV,LL,,BLU,,,10300 S. Doty,(773) 785-9752,1727681
02/11/2025,MASE,4D,,WHI,,,10300 S. Doty,(773) 785-9752,1727680
02/11/2025,NISS,4D,,BLK,,,701 N. Sacramento,(773) 265-1846,1548855
02/11/2025,NISS,4D,,GRY,FB62327,IL,10300 S. Doty,(773) 568-8495,2982879
02/11/2025,HOND,LL,,SIL,5798532,IL,10300 S. Doty,(773) 568-8495,2982893
02/11/2025,NISS,4D,,BLK,,,701 N. Sacramento,(773) 265-7605,7114550
02/11/2025,BUIC,4D,,GLD,011791A3,IL,10300 S. Doty,(773) 568-8495,2982895
02/11/2025,CADI,LL,,BLK,EG23896,IL,10300 S. Doty,(773) 568-8495,2982894
02/11/2025,CHEV,PK,,WHI,,IL,701 N. Sacramento,(773) 265-7605,7114551
02/11/2025,TOYT,LL,,SIL,CZ27823,IL,10300 S. Doty,(773) 785-9752,1727683
02/11/2025,LEXS,LL,,SIL,EB23717,IL,10300 S. Doty,(773) 785-9752,1727684
02/11/2025,NISS,4D,,GRY,EZ92853,IL,10300 S. Doty,(773) 568-8495,2982896
02/11/2025,NISS,LL,TK,BRO,DW24659,IL,701 N. Sacramento,(773) 265-7605,7114553
02/11/2025,CHEV,VN,,RED,,IL,701 N. Sacramento,(773) 265-7605,7114554
02/11/2025,FORD,LL,,BLU,FA62764,IL,10300 S. Doty,(773) 568-8495,2982898
02/11/2025,CHEV,4D,,BLK,,IL,701 N. Sacramento,(773) 265-7605,7114556
02/11/2025,CHEV,PK,TK,WHI,,,701 N. Sacramento,(773) 265-7605,7114558
02/11/2025,FORD,LL,EXP,BLK,,IL,701 N. Sacramento,(773) 265-7605,7114559
02/11/2025,NISS,LL,,BLK,DAU731,IN,10300 S. Doty,(773) 568-8495,2982901
02/11/2025,HYUN,LL,,BLK,DX44003,IL,10300 S. Doty,(773) 568-8495,2982903
02/12/2025,FORD,PK,,WHI,57A25B0,AL,701 N. Sacramento,(773) 265-7605,7114563
02/12/2025,JEEP,LL,,WHI,GL8121,IN,701 N. Sacramento,(773) 265-7605,7114562
02/12/2025,DODG,4T,,ONG,DN55135,IL,10300 S. Doty,(773) 568-8495,2982905
02/09/2025,DODG,VN,,GRY,DW43650,IL,10300 S. Doty,(773) 568-8495,2982721
02/12/2025,TOYT,4D,,GRY,EV15293,IL,10300 S. Doty,(773) 568-8495,2982907
02/12/2025,HOND,4D,,SIL,,IL,10300 S. Doty,(773) 568-8495,2982910
02/12/2025,KIA,4T,,GRY,7EX8373,MD,701 N. Sacramento,(773) 265-7605,7114581
02/12/2025,HOND,LL,,BLK,DV28655,IL,701 N. Sacramento,(773) 265-7605,7114588
02/12/2025,SUBA,LL,,BLK,KNU5138,IL,701 N. Sacramento,(773) 265-7605,7114582
02/12/2025,DODG,2D,,WHI,,IL,701 N. Sacramento,(773) 265-7605,7114568
02/12/2025,CHEV,PK,,GRN,3980883B,IL,701 N. Sacramento,(773) 265-7605,7114592
02/12/2025,FORD,LL,,RED,251AC398,IL,701 N. Sacramento,(773) 265-7605,7114585
02/12/2025,VOLK,LL,,BLK,ER86074,IL,10300 S. Doty,(773) 568-8495,2982913
02/12/2025,VOLV,4D,,SIL,DV52027,IL,701 N. Sacramento,(773) 265-7605,7114571
02/12/2025,CHEV,4D,,SIL,,IL,10300 S. Doty,(773) 568-8495,2982914
02/12/2025,VOLK,4D,,BLK,AF74540,IL,400 E. Lower Wacker,(312) 744-7550,0336006
02/12/2025,KIA,4D,,WHI,EQ27082,IL,701 N. Sacramento,(773) 265-7605,7114573
02/12/2025,HOND,4D,,WHI,,IL,701 N. Sacramento,(773) 265-7605,7114600
02/12/2025,HOND,LL,,GRY,,IL,701 N. Sacramento,(773) 265-7605,7114599
02/12/2025,CHEV,LL,,WHI,7053195,IL,10300 S. Doty,(773) 568-8495,2982918
02/12/2025,HOND,4D,,TAN,,IL,701 N. Sacramento,(773) 265-7605,7114601
02/12/2025,ACUR,4D,,BLU,227237C,IL,10300 S. Doty,(773) 568-8495,2982919
02/12/2025,KIA,4D,,GRY,EG12838,IL,10300 S. Doty,(773) 568-8495,2982924
02/12/2025,CADI,4D,,WHI,,IL,10300 S. Doty,(773) 568-8495,2982926
02/12/2025,HOND,LL,,BLK,,IL,701 N. Sacramento,(773) 265-7605,7114603
02/12/2025,HYUN,LL,,GRY,DV70251,IL,701 N. Sacramento,(773) 265-7605,7114604
02/12/2025,LINC,4D,,TAN,,IL,701 N. Sacramento,(773) 265-7605,7114605
02/12/2025,TOYT,4D,,GRY,EB98099,IL,701 N. Sacramento,(773) 265-7605,7114609
02/12/2025,KIA,LL,SPT,SIL,2DV564,SD,701 N. Sacramento,(773) 265-7605,7114608
02/12/2025,CHEV,2D,CAM,SIL,290BPR,IN,701 N. Sacramento,(773) 265-7605,7114610
02/12/2025,GMC,LL,,RED,,IL,701 N. Sacramento,(773) 265-7605,7114611
02/12/2025,JEEP,LL,,GRY,BU83560,IL,10300 S. Doty,(773) 568-8495,2982928
02/12/2025,NISS,4D,ALT,GRY,,IL,10300 S. Doty,(773) 568-8495,2982929
02/13/2025,FORD,VN,,DBL,,IL,10300 S. Doty,(773) 568-8495,2982930
02/13/2025,LEXS,LL,,BLK,WH3406A,WI,10300 S. Doty,(773) 568-8495,2982932
02/13/2025,CHEV,LL,,BLU,EM51427,IL,10300 S. Doty,(773) 568-8495,2982933
02/13/2025,NISS,LL,,BLK,,IL,701 N. Sacramento,(773) 265-7605,7114615
02/13/2025,NISS,4D,,WHI,,IL,10300 S. Doty,(773) 568-8495,2982935
02/13/2025,NISS,4D,,BLK,EZ74748,IL,10300 S. Doty,(773) 568-8495,2982934
02/13/2025,KIA,LL,,SIL,EP64944,IL,701 N. Sacramento,(773) 265-7605,7114617
02/13/2025,NISS,LL,,WHI,EU49300,IL,10300 S. Doty,(773) 568-8495,2982937
02/12/2025,CHEV,2D,CAM,BLK,WL0495,IN,701 N. Sacramento,(773) 265-7605,7114612
02/13/2025,PONT,LL,,BLK,,IL,10300 S. Doty,(773) 568-8495,2982938
02/13/2025,KIA,VN,,GRY,DY78995,IL,10300 S. Doty,(773) 568-8495,2982939
02/13/2025,BMW,LL,,GRY,,,701 N. Sacramento,(773) 265-7605,7114620
02/13/2025,ACUR,4D,,TAN,FA45129,IL,701 N. Sacramento,(773) 265-1846,1548856
02/13/2025,NISS,LL,,BLU,,IL,10300 S. Doty,(773) 568-8495,2982941
02/13/2025,FORD,4D,,BLK,CUG4161,GA,10300 S. Doty,(773) 568-8495,2982942
02/13/2025,LAND,LL,,PLE,ARL5457,WI,10300 S. Doty,(773) 568-8495,2982944
02/13/2025,CHEV,LL,,GRY,,IL,10300 S. Doty,(773) 568-8495,2982946
02/13/2025,DODG,PK,,WHI,NO2219,IN,10300 S. Doty,(773) 568-8495,2982945
02/13/2025,TOYT,4D,,BLK,,IL,10300 S. Doty,(773) 785-9752,1727686
02/13/2025,HOND,4D,,SIL,634922,IL,701 N. Sacramento,(773) 265-1846,1548859
02/13/2025,DODG,4D,,WHI,GBK838,MN,10300 S. Doty,(773) 568-8495,2982957
02/13/2025,DODG,LL,,MAR,CW64801,IL,10300 S. Doty,(773) 568-8495,2982956
02/13/2025,DODG,PK,,BLK,,IL,10300 S. Doty,(773) 568-8495,2982958
02/13/2025,GMC,4D,,BLK,LVY025,IA,10300 S. Doty,(773) 785-9752,1727688
02/13/2025,TOYT,LL,,BLU,Q507773,IL,701 N. Sacramento,(773) 265-7605,7114638
02/13/2025,,,,BLK,,IL,10300 S. Doty,(773) 568-8495,2982961
02/13/2025,CHEV,2D,,RED,,IL,10300 S. Doty,(773) 568-8495,2982959
02/13/2025,CHEV,PK,,RED,,IL,10300 S. Doty,(773) 568-8495,2982962
02/13/2025,INFI,4D,,BLK,EX95056,IL,10300 S. Doty,(773) 785-9752,1727691
02/13/2025,MERC,4D,,WHI,ES97941,IL,701 N. Sacramento,(773) 265-7605,7114639
02/13/2025,FORD,HB,,BLU,EK82215,IL,701 N. Sacramento,(773) 265-7605,7114641
02/13/2025,FORD,4D,,GRY,A086511,WI,10300 S. Doty,(773) 568-8495,2982967
02/13/2025,,MC,,BLK,,IL,10300 S. Doty,(773) 568-8495,2982968
02/13/2025,FORD,4D,,GRY,EJ73549,IL,10300 S. Doty,(773) 568-8495,2982973
02/13/2025,DODG,PK,,SIL,3193326B,IL,10300 S. Doty,(773) 568-8495,2982974
02/14/2025,CHEV,4D,,GRY,EZ19712,IL,701 N. Sacramento,(773) 265-7605,7114649
02/14/2025,FORD,4D,,GRY,EW54572,IL,701 N. Sacramento,(773) 265-7605,7114650
02/14/2025,CHEV,4D,,BLK,FA33335,IL,10300 S. Doty,(773) 568-8495,2982975
02/14/2025,LEXS,4D,,BLK,DX86707,IL,10300 S. Doty,(773) 568-8495,2982976
02/14/2025,NISS,4T,,BLK,5396195,NH,10300 S. Doty,(773) 568-8495,2982984
02/14/2025,JEEP,LL,,WHI,EY30659,IL,10300 S. Doty,(773) 568-8495,2982986
02/14/2025,GMC,LL,,BLK,DB81971,IL,701 N. Sacramento,(773) 265-7605,7114673
02/14/2025,FORD,LL,,BLK,CZX868,IN,10300 S. Doty,(773) 568-8495,2982987
02/14/2025,FORD,LL,,BLK,EU34109,IL,10300 S. Doty,(773) 568-8495,2982988
02/14/2025,FORD,LL,,RED,LDL4185,NY,10300 S. Doty,(773) 568-8495,2982985
02/14/2025,TOYT,LL,,SIL,DP86671,IL,10300 S. Doty,(773) 568-8495,2982991
02/14/2025,FORD,4T,,BLK,V442141,IL,10300 S. Doty,(773) 568-8495,2982992
02/14/2025,MITS,4T,,BLU,EB96109,IL,10300 S. Doty,(773) 568-8495,2982996
02/14/2025,MAZD,LL,,BLU,EN20485,IL,10300 S. Doty,(773) 568-8495,2982995
02/14/2025,JEEP,LL,,RED,EL38334,IL,10300 S. Doty,(773) 568-8495,2982980
02/14/2025,HOND,4T,,ONG,EZ88466,IL,10300 S. Doty,(773) 568-8495,2982994
02/13/2025,SUBA,4D,,RED,AZ74695,IL,10300 S. Doty,(773) 568-8495,2982972
02/20/2025,JEEP,LL,,GRY,,IL,701 N. Sacramento,(773) 265-7605,7115065
02/19/2025,CHEV,4D,,BLU,,IL,701 N. Sacramento,(773) 265-7605,7115106
02/20/2025,MAZD,LL,,GRY,FP275018,IL,701 N. Sacramento,(773) 265-7605,7115094
02/14/2025,FORD,LL,,SIL,AF82840,IL,400 E. Lower Wacker,(312) 744-7550,0336131
02/14/2025,JEEP,LL,,DBL,CD48965,IL,701 N. Sacramento,(773) 265-7605,7114658
02/14/2025,CHEV,LL,,WHI,DM56712,IL,701 N. Sacramento,(773) 265-7605,7114662
02/14/2025,FORD,4D,,GRY,EP77533,IL,701 N. Sacramento,(773) 265-7605,7114660
02/14/2025,LINC,4D,,GRY,EQ27997,IL,701 N. Sacramento,(773) 265-7605,7114661
02/14/2025,HYUN,4D,,BLK,,IL,10300 S. Doty,(773) 568-8495,2982983
02/14/2025,CHRY,VN,,SIL,EW18439,IL,10300 S. Doty,(773) 568-8495,2982981
02/14/2025,FORD,LL,,WHI,3268818B,IL,701 N. Sacramento,(773) 265-7605,7114691
02/14/2025,HOND,4D,,WHI,EH36663,IL,701 N. Sacramento,(773) 265-7605,7114692
02/14/2025,CHEV,VN,,WHI,,IL,10300 S. Doty,(773) 785-9752,1727692
02/14/2025,DODG,4D,,SIL,FP210385,IL,10300 S. Doty,(773) 568-8495,2982997
02/14/2025,JEEP,LL,,DBL,DT91626,IL,701 N. Sacramento,(773) 265-7605,7114696
02/14/2025,TOYT,4D,,SIL,EY89889,IL,701 N. Sacramento,(773) 265-7605,7114694
02/14/2025,HYUN,4D,,SIL,EG84549,IL,400 E. Lower Wacker,(312) 744-7550,0336140
02/14/2025,CHEV,VN,,BLU,AS84585,IL,10300 S. Doty,(773) 785-9752,1727693
02/14/2025,VOLK,4D,,DBL,EK41152,IL,701 N. Sacramento,(773) 265-7605,7114706
02/14/2025,NISS,4D,,GRY,313AB046,IL,10300 S. Doty,(773) 785-9752,1727695
02/14/2025,GMC,4D,,BLK,FJD513,MN,10300 S. Doty,(773) 785-9752,1727696
02/14/2025,SATR,4D,,BLU,DZ17464,IL,701 N. Sacramento,(773) 265-7605,7114711
02/14/2025,LINC,4D,,BLK,DD39052,IL,10300 S. Doty,(773) 568-8495,2982999
02/15/2025,DODG,4D,,GRY,LRG847,MN,400 E. Lower Wacker,(312) 744-7550,0336165
02/14/2025,CHEV,VN,TK,WHI,DR58267,IL,10300 S. Doty,(773) 568-8495,2983004
02/15/2025,TOYT,2T,,RED,ET81317,IL,10300 S. Doty,(773) 568-8495,2983006
02/15/2025,CHEV,LL,,BLU,EU14033,IL,10300 S. Doty,(773) 568-8495,2983008
02/15/2025,CHEV,LL,,WHI,EJ20363,IL,10300 S. Doty,(773) 568-8495,2983007
02/15/2025,CHEV,4D,,SIL,EJ19564,IL,701 N. Sacramento,(773) 265-7605,7114786
02/15/2025,SUBA,4D,,GRY,AHS3691,WI,701 N. Sacramento,(773) 265-7605,7114759
02/13/2025,TOYT,LL,,GRY,NLG276,MN,10300 S. Doty,(773) 785-9752,1727687
02/15/2025,DODG,4D,,BLK,,IL,701 N. Sacramento,(773) 265-7605,7114761
02/15/2025,CHEV,4D,,BLK,ER44074,IL,10300 S. Doty,(773) 568-8495,2983011
02/15/2025,ALFA,LL,,BLK,EN94960,IL,701 N. Sacramento,(773) 265-7605,7114762
02/15/2025,FORD,4D,,WHI,Q239437,IL,400 E. Lower Wacker,(312) 744-7550,0336191
02/15/2025,INFI,LL,,GRY,ER76199,IL,10300 S. Doty,(773) 568-8495,2983012
02/15/2025,VOLK,4D,,WHI,,IL,701 N. Sacramento,(773) 265-7605,7114768
02/15/2025,FORD,4D,,TAN,DU82714,IL,701 N. Sacramento,(773) 265-7605,7114769
02/15/2025,GMC,LL,,WHI,CY94512,IL,10300 S. Doty,(773) 568-8495,2983013
02/15/2025,HOND,VN,,WHI,DF62060,IL,701 N. Sacramento,(773) 265-7605,7114803
02/15/2025,HOND,LL,,GRY,BY86732,IL,701 N. Sacramento,(773) 265-7605,7114804
02/15/2025,TOYT,4D,,BLU,,,10300 S. Doty,(773) 568-8495,2983014
02/15/2025,MINI,4D,,WHI,EA45731,IL,400 E. Lower Wacker,(312) 744-7550,0336200
02/15/2025,FORD,LL,,DBL,EE93382,IL,10300 S. Doty,(773) 568-8495,2983015
02/15/2025,FORD,VN,,WHI,,,701 N. Sacramento,(773) 265-7605,7114809
02/15/2025,HYUN,4D,,DBL,S621275,IL,10300 S. Doty,(773) 568-8495,2983018
02/15/2025,NISS,4D,,GRY,DD14873,IL,701 N. Sacramento,(773) 265-7605,7114817
02/15/2025,NISS,LL,,RED,Z511372,IL,400 E. Lower Wacker,(312) 744-7550,0336217
02/26/2025,MERC,LL,,WHI,,IL,10300 S. Doty,(773) 568-8495,513585
02/16/2025,NISS,4D,,GRY,EP74787,IL,701 N. Sacramento,(773) 265-7605,7114818
02/16/2025,CHEV,4D,,BLU,6519V37,TX,701 N. Sacramento,(773) 265-7605,7114822
02/16/2025,NISS,4T,,GRY,DT56300,IL,701 N. Sacramento,(773) 265-7605,7114839
02/16/2025,BUIC,4D,,BLK,AYB9702,WI,10300 S. Doty,(773) 568-8495,513453
02/16/2025,NISS,4T,,SIL,EN13776,IL,701 N. Sacramento,(773) 265-7605,7114838
02/16/2025,CHEV,LL,,RED,EH34711,IL,701 N. Sacramento,(773) 265-7605,7114866
02/16/2025,HOND,4D,,RED,EH65655,IL,701 N. Sacramento,(773) 265-7605,7114869
02/16/2025,DODG,4D,,WHI,,IL,10300 S. Doty,(773) 568-8495,2983046
02/16/2025,KIA,LL,,WHI,FB42824,IL,701 N. Sacramento,(773) 265-7605,7114918
02/16/2025,NISS,4D,,BLU,EF32767,IL,701 N. Sacramento,(773) 265-7605,7114922
02/16/2025,TOYT,4D,,BLU,AN98314,IL,400 E. Lower Wacker,(312) 744-7550,0336241
02/16/2025,GMC,PK,TK,BLK,EBA168,MI,701 N. Sacramento,(773) 265-7605,7114877
02/16/2025,TOYT,LL,,GRY,P639313,IL,400 E. Lower Wacker,(312) 744-7550,0336252
02/16/2025,KIA,4D,,WHI,BM44607,IL,10300 S. Doty,(773) 568-8495,2983051
02/16/2025,CHEV,4D,,RED,S517097,IN,10300 S. Doty,(773) 568-8495,2983048
02/16/2025,BMW,4D,,WHI,FA19710,IL,400 E. Lower Wacker,(312) 744-7550,0336257
02/16/2025,VOLK,4D,,GRY,JVP8783,OH,400 E. Lower Wacker,(312) 744-7550,0336260
02/16/2025,HOND,LL,,GRY,K494057,IL,400 E. Lower Wacker,(312) 744-7550,0336262
02/16/2025,BUIC,4D,,SIL,,,10300 S. Doty,(773) 568-8495,2983075
02/16/2025,MERC,LL,,TAN,,,701 N. Sacramento,(773) 265-7605,7114885
02/16/2025,JEEP,LL,,RED,KIQ8616,OH,400 E. Lower Wacker,(312) 744-7550,0336272
02/16/2025,NISS,4D,,GRY,,IL,10300 S. Doty,(773) 568-8495,2983079
02/16/2025,NISS,4D,,DBL,868AB466,IL,10300 S. Doty,(773) 568-8495,2983080
02/16/2025,GMC,LL,TK,TAN,EN25399,IL,10300 S. Doty,(773) 568-8495,2983081
02/16/2025,KIA,4D,,WHI,,,701 N. Sacramento,(773) 265-7605,7114942
02/16/2025,FORD,PK,TK,SIL,CLZ5756,GA,701 N. Sacramento,(773) 265-7605,7114946
02/16/2025,TOYT,4D,,SIL,,,701 N. Sacramento,(773) 265-7605,7114947
02/16/2025,CHEV,4D,,SIL,EC70051,IL,701 N. Sacramento,(773) 265-7605,7114948
03/02/2025,FORD,4D,,GRY,,IL,10300 S. Doty,(773) 568-8495,2983906
03/02/2025,HYUN,4D,,SIL,EM86858,IL,10300 S. Doty,(773) 568-8495,513627
03/02/2025,CHEV,4D,,SIL,,IL,10300 S. Doty,(773) 568-8495,2983905
03/02/2025,HOND,2D,,BLK,AY90876,IL,10300 S. Doty,(773) 568-8495,2983908
03/02/2025,NISS,LL,,GRY,037BNWQ,TN,10300 S. Doty,(773) 568-8495,2983907
03/04/2025,HOND,VN,,SIL,,IL,10300 S. Doty,(773) 785-9752,1727745
03/04/2025,FORD,4D,,WHI,EG99300,IL,701 N. Sacramento,(773) 265-7605,7116351
03/04/2025,DODG,LL,,GRY,EA22780,IL,10300 S. Doty,(773) 785-9752,1727747
03/05/2025,NISS,4D,,BLK,,IL,10300 S. Doty,(773) 568-8495,2984014
03/05/2025,JEEP,LL,,GRY,258AC997,IL,701 N. Sacramento,(773) 265-7605,7116439
02/17/2025,FORD,2D,,SIL,,IL,701 N. Sacramento,(773) 265-7605,7114955
02/17/2025,JEEP,LL,TK,WHI,257AC820,IL,10300 S. Doty,(773) 568-8495,2983087
02/17/2025,FORD,4D,,BLU,,IL,701 N. Sacramento,(773) 265-7605,7114951
02/17/2025,VOLK,4D,,WHI,DX28807,IL,701 N. Sacramento,(773) 265-7605,7114954
02/17/2025,HOND,4D,,RED,H701922,IL,10300 S. Doty,(773) 568-8495,2983085
02/17/2025,KIA,4D,,BLK,DJ63857,IL,400 E. Lower Wacker,(312) 744-7550,0336310
02/17/2025,CHRY,LL,TK,BGE,EB99616,IL,701 N. Sacramento,(773) 265-7605,7114953
02/17/2025,GMC,LL,,WHI,,IL,10300 S. Doty,(773) 568-8495,2983090
02/17/2025,NISS,4D,,GRY,272AC727,IL,10300 S. Doty,(773) 568-8495,2983092
02/17/2025,DODG,LL,TK,RED,,IL,10300 S. Doty,(773) 568-8495,2983088
02/17/2025,JEEP,LL,,BLK,DM11648,IL,10300 S. Doty,(773) 568-8495,2983091
02/17/2025,NISS,4D,,BLK,011332A3,IL,701 N. Sacramento,(773) 265-7605,7114958
02/17/2025,FORD,LL,TK,GRY,EV14012,IL,10300 S. Doty,(773) 568-8495,2983094
02/17/2025,BMW,4T,,BLU,300AC097,IL,701 N. Sacramento,(773) 265-7605,7114959
02/17/2025,CHEV,LL,TK,GRY,,IL,701 N. Sacramento,(773) 265-7605,7114960
02/17/2025,TOYT,4T,,LGR,EU58972,IL,701 N. Sacramento,(773) 265-7605,7114973
02/17/2025,LINC,4T,,BLK,EY18999,IL,701 N. Sacramento,(773) 265-7605,7114978
02/17/2025,NISS,4D,,WHI,CR78755,IL,701 N. Sacramento,(773) 265-7605,7114961
02/17/2025,TOYT,4T,,TAN,BL13227,IL,701 N. Sacramento,(773) 265-7605,7114975
02/17/2025,CHEV,LL,,WHI,EQ82575,IL,701 N. Sacramento,(773) 265-7605,7114979
02/17/2025,FORD,LL,,BLK,66EMVM,GA,701 N. Sacramento,(773) 265-7605,7114980
02/17/2025,MITS,LL,,WHI,CF44770,IL,701 N. Sacramento,(773) 265-7605,7114981
02/17/2025,TOYT,4T,,BLK,CY78639,IL,701 N. Sacramento,(773) 265-7605,7114985
02/17/2025,VOLK,LL,,BLK,ES33340,IL,10300 S. Doty,(773) 568-8495,2983097
02/17/2025,BMW,4T,,WHI,003774A1,IL,10300 S. Doty,(773) 568-8495,2983096
02/17/2025,HOND,4T,,GRY,AKV9167,WI,701 N. Sacramento,(773) 265-7605,7114989
02/17/2025,JEEP,LL,,BLK,DT47050,IL,10300 S. Doty,(773) 568-8495,2983116
02/17/2025,PONT,LL,,WHI,FA84207,IL,701 N. Sacramento,(773) 265-7605,7114999
02/17/2025,CHEV,4D,,BLK,EX94809,IL,10300 S. Doty,(773) 568-8495,2983101
02/17/2025,DODG,LL,,BLK,EA42862,IL,Chicago O'hare International Airport remote lot E.,(312) 746-6350,416476
