Tow Date,Make,Style,Model,Color,Plate,State,Towed to Address,Tow Facility Phone,Inventory Number,Weekday
2025-02-22,FORD,LL,,GRY,DL6134A,IL,701 N. Sacramento,(773) 265-7605,7115299,Saturday
2025-02-22,CHEV,LL,,BLK,CY74425,IL,701 N. Sacramento,(773) 265-7605,7115301,Saturday
2025-02-22,MAZD,2T,,BLU,DA99419,IL,10300 S. Doty,(773) 568-8495,2983369,Saturday
2025-02-22,FORD,4D,,GRY,,,701 N. Sacramento,(773) 265-7605,7115303,Saturday
2025-02-22,FORD,LL,,RED,FA21629,IL,10300 S. Doty,(773) 568-8495,2983352,Saturday
2025-02-22,CHEV,LL,,BLK,T090744,IN,701 N. Sacramento,(773) 265-7605,7115305,Saturday
2025-02-22,INFI,LL,,GRY,EM86804,IL,701 N. Sacramento,(773) 265-7605,7115306,Saturday
2025-02-22,HYUN,4D,,GRY,EZ28353,IL,400 E. Lower Wacker,(312) 744-7550,0336683,Saturday
2025-02-22,NISS,4D,,DBL,DY22484,IL,701 N. Sacramento,(773) 265-7605,7115308,Saturday
2025-02-22,HOND,4D,,BLK,DP78429,IL,701 N. Sacramento,(773) 265-7605,7115307,Saturday
2025-02-22,KIA,4D,,WHI,DK44592,IL,701 N. Sacramento,(773) 265-7605,7115310,Saturday
2025-02-22,MERZ,4D,,WHI,,,10300 S. Doty,(773) 568-8495,2983390,Saturday
2025-02-22,,SE,,BLK,,,10300 S. Doty,(773) 568-8495,2983391,Saturday
2025-02-22,HYUN,2D,,WHI,4928-BU,IL,10300 S. Doty,(773) 568-8495,2983355,Saturday
2025-02-22,CHEV,4D,,BLU,EL26415,IL,701 N. Sacramento,(773) 265-7605,7115313,Saturday
2025-02-22,VOLK,4D,,GRY,EK84717,IL,701 N. Sacramento,(773) 265-7605,7115312,Saturday
2025-02-22,KIA,4D,,GRY,CJ92980,IL,400 E. Lower Wacker,(312) 744-7550,0336690,Saturday
2025-02-22,CHEV,LL,,BLK,ES22476,IL,701 N. Sacramento,(773) 265-7605,7115315,Saturday
2025-02-22,NISS,4D,,SIL,,,701 N. Sacramento,(773) 265-7605,7115317,Saturday
2025-02-22,FORD,LL,TK,SIL,EX77212,IL,10300 S. Doty,(773) 568-8495,2983394,Saturday
2025-02-22,DODG,LL,TK,RED,,,10300 S. Doty,(773) 568-8495,2983393,Saturday
2025-02-22,NISS,LL,,BLK,EK20660,IL,10300 S. Doty,(773) 568-8495,2983396,Saturday
2025-02-22,HOND,LL,,SIL,,,10300 S. Doty,(773) 568-8495,2983399,Saturday
2025-02-22,FORD,VN,,WHI,,,10300 S. Doty,(773) 568-8495,2983402,Saturday
2025-02-22,CHEV,4D,,SIL,CL91737,IL,10300 S. Doty,(773) 568-8495,2983398,Saturday
2025-02-22,CHEV,VN,,WHI,112330D,IL,10300 S. Doty,(773) 568-8495,2983407,Saturday
2025-02-22,NISS,4D,,BLK,DY75672,IL,10300 S. Doty,(773) 568-8495,2983406,Saturday
2025-02-22,HOND,4D,,SIL,ET84689,IL,701 N. Sacramento,(773) 265-7605,7115319,Saturday
2025-02-22,TOYT,LL,,BLK,,,10300 S. Doty,(773) 568-8495,2983408,Saturday
2025-02-22,CADI,LL,,BLK,,IL,10300 S. Doty,(773) 568-8495,2983409,Saturday
2025-02-22,FORD,PK,,WHI,,IL,10300 S. Doty,(773) 568-8495,2983412,Saturday
2025-02-22,CHEV,LL,,BLK,BX35520,IL,10300 S. Doty,(773) 568-8495,2983411,Saturday
2025-02-22,PONT,4D,,WHI,EZ71514,IL,10300 S. Doty,(773) 568-8495,2983417,Saturday
2025-02-22,CHRY,4D,,WHI,EF35454,IL,10300 S. Doty,(773) 568-8495,2983415,Saturday
2025-02-22,TOYT,4D,,SIL,EK82204,IL,701 N. Sacramento,(773) 265-7605,7115322,Saturday
2025-02-22,JEEP,4D,,MAR,,IL,10300 S. Doty,(773) 568-8495,2983416,Saturday
2025-02-22,DODG,VN,TK,GRY,ES36022,IL,10300 S. Doty,(773) 568-8495,2983420,Saturday
2025-02-22,BUIC,4D,,GRY,EM93634,IL,10300 S. Doty,(773) 568-8495,2983418,Saturday
2025-02-22,GMC,LL,TK,SIL,CL48939,IL,701 N. Sacramento,(773) 265-7605,7115382,Saturday
2025-02-22,FORD,LL,TK,BLU,,,10300 S. Doty,(773) 568-8495,2983421,Saturday
2025-02-22,HYUN,VN,TK,WHI,,,701 N. Sacramento,(773) 265-7605,7115383,Saturday
2025-02-22,JEEP,LL,TK,BLK,,,10300 S. Doty,(773) 568-8495,2983424,Saturday
2025-02-22,DODG,VN,TK,BLK,,IL,10300 S. Doty,(773) 568-8495,2983425,Saturday
2025-02-22,NISS,VN,TK,BLK,51643EL,IL,701 N. Sacramento,(773) 265-7605,7115387,Saturday
2025-02-22,FORD,LL,TK,BGE,,,701 N. Sacramento,(773) 265-7605,7115391,Saturday
2025-02-22,,UT,,WHI,381912Z,IL,10300 S. Doty,(773) 568-8495,2983429,Saturday
2025-02-22,CHEV,LL,TK,BLU,,IL,10300 S. Doty,(773) 568-8495,2983427,Saturday
2025-02-22,TOYT,2D,,BLU,,IL,10300 S. Doty,(773) 568-8495,2983428,Saturday
2025-02-23,CHEV,LL,TK,GRN,E753432,IL,701 N. Sacramento,(773) 265-7605,7115396,Sunday
2025-02-23,CHEV,LL,,GRY,EM55179,IL,701 N. Sacramento,(773) 265-7605,7115398,Sunday
2025-02-23,TOYT,LL,,SIL,EF76853,IL,701 N. Sacramento,(773) 265-7605,7115392,Sunday
2025-02-23,CHEV,4D,,MAR,EX86699,IL,701 N. Sacramento,(773) 265-7605,7115400,Sunday
2025-02-23,CHEV,4T,,BLK,BT77628,IL,701 N. Sacramento,(773) 265-7605,7115412,Sunday
2025-02-23,FORD,PK,,WHI,3917101B,IL,701 N. Sacramento,(773) 265-7605,7115415,Sunday
2025-02-23,KIA,4D,,BLK,DM21048,IL,10300 S. Doty,(773) 568-8495,2983434,Sunday
2025-02-23,HYUN,4D,,BLU,EL20697,IL,701 N. Sacramento,(773) 265-7605,7115416,Sunday
2025-02-23,CHEV,4D,,BLK,365AC526,IL,701 N. Sacramento,(773) 265-7605,7115429,Sunday
2025-02-23,DODG,4D,,WHI,DBJ296,IL,701 N. Sacramento,(773) 265-7605,7115427,Sunday
2025-02-23,KIA,4T,,WHI,DS55034,IL,701 N. Sacramento,(773) 265-7605,7115446,Sunday
2025-02-23,HOND,VN,,SIL,DW25365,IL,701 N. Sacramento,(773) 265-7605,7115435,Sunday
2025-02-23,LEXS,4D,,TAN,FC73115,IL,10300 S. Doty,(773) 568-8495,2983436,Sunday
2025-02-23,VOLV,LL,,GRY,DT83308,IL,10300 S. Doty,(773) 568-8495,2983453,Sunday
2025-02-23,CHEV,LL,,GRY,ER83115,IL,10300 S. Doty,(773) 568-8495,2983464,Sunday
2025-02-23,CHRY,4D,,BLK,EZ92926,IL,10300 S. Doty,(773) 568-8495,2983481,Sunday
2025-02-23,TOYT,VN,,GRY,DN52952,IL,10300 S. Doty,(773) 568-8495,2983479,Sunday
2025-02-23,MERC,LL,,GLD,,IL,10300 S. Doty,(773) 568-8495,2983442,Sunday
2025-02-23,BUIC,4D,,GRY,,IL,400 E. Lower Wacker,(312) 744-7550,0336754,Sunday
2025-02-23,KIA,4D,,WHI,EU63273,IL,10300 S. Doty,(773) 568-8495,513540,Sunday
2025-02-23,FORD,LL,,,ER37032,IL,701 N. Sacramento,(773) 265-7605,7115451,Sunday
2025-02-23,BUIC,LL,,SIL,DU59814,IL,701 N. Sacramento,(773) 265-7605,7115455,Sunday
2025-02-23,TOYT,LL,,GLD,,IL,10300 S. Doty,(773) 568-8495,2983487,Sunday
2025-02-23,HOND,4D,,BLK,,IL,701 N. Sacramento,(773) 265-7605,7115461,Sunday
2025-02-23,HOND,4D,,RED,,IL,10300 S. Doty,(773) 568-8495,2983491,Sunday
2025-02-23,DODG,4D,,DBL,EC61888,IL,10300 S. Doty,(773) 568-8495,2983488,Sunday
2025-02-23,JEEP,LL,,BLK,RB17727,IL,701 N. Sacramento,(773) 265-7605,7115530,Sunday
2025-02-23,NISS,4D,,WHI,DD48641,IL,10300 S. Doty,(773) 568-8495,2983496,Sunday
2025-02-23,JEEP,LL,,WHI,DL1013CL,IL,10300 S. Doty,(773) 568-8495,2983495,Sunday
2025-02-23,TOYT,4D,,BGE,,IL,10300 S. Doty,(773) 568-8495,2983492,Sunday
2025-02-23,MERZ,4D,,BLK,DT39136,IL,10300 S. Doty,(773) 568-8495,513543,Sunday
2025-02-23,FORD,VN,,WHI,,IL,10300 S. Doty,(773) 568-8495,513544,Sunday
2025-02-23,,,,BLK,,IL,10300 S. Doty,(773) 568-8495,2983498,Sunday
2025-02-23,NISS,4D,,GRY,DN55603,IL,701 N. Sacramento,(773) 265-7605,7115534,Sunday
2025-02-23,TOYT,LL,,BLK,EY88586,IL,10300 S. Doty,(773) 568-8495,2983499,Sunday
2025-02-23,,,,WHI,,IL,10300 S. Doty,(773) 568-8495,2983501,Sunday
2025-02-23,NISS,4D,,BLK,EY18866,IL,701 N. Sacramento,(773) 265-7605,7115537,Sunday
2025-02-23,,,,SIL,,IL,10300 S. Doty,(773) 568-8495,2983502,Sunday
2025-02-23,DODG,LL,,BLU,336AC359,IL,10300 S. Doty,(773) 568-8495,2983503,Sunday
2025-02-23,NISS,4D,,WHI,FB34452,IL,10300 S. Doty,(773) 568-8495,2983505,Sunday
2025-02-23,CHEV,4D,,GLD,EF37636,IL,701 N. Sacramento,(773) 265-7605,7115538,Sunday
2025-02-23,DODG,VN,,GLD,,,701 N. Sacramento,(773) 265-7605,7115539,Sunday
2025-02-23,TOYT,4D,,GLD,,IL,10300 S. Doty,(773) 568-8495,2983507,Sunday
2025-02-23,HOND,4D,CIV,WHI,SGF1577,TX,701 N. Sacramento,(773) 265-7605,7115540,Sunday
2025-02-23,DODG,LL,,BLK,351AC971,IL,10300 S. Doty,(773) 568-8495,2983509,Sunday
2025-02-23,CHEV,LL,,SIL,EZ72862,IL,701 N. Sacramento,(773) 265-7605,7115545,Sunday
2025-02-23,KIA,LL,,BLU,DV87499,IL,701 N. Sacramento,(773) 265-7605,7115544,Sunday
2025-02-23,JEEP,LL,,MAR,DU80578,IL,10300 S. Doty,(773) 568-8495,2983467,Sunday
2025-02-24,HOND,4D,,GRN,DL52301,IL,701 N. Sacramento,(773) 265-7605,7115546,Monday
2025-02-23,CHEV,4T,,GRY,012218A5,IL,10300 S. Doty,(773) 568-8495,2983470,Sunday
2025-02-24,PORS,2D,,BLK,766YYX,WI,701 N. Sacramento,(773) 265-7605,7115548,Monday
2025-02-23,HOND,4T,,BLU,EZ15362,IL,10300 S. Doty,(773) 568-8495,2983468,Sunday
2025-02-24,CHEV,4D,,RED,510AB677,IL,701 N. Sacramento,(773) 265-7605,7115547,Monday
2025-02-24,HYUN,4D,,BLU,X718823,IL,701 N. Sacramento,(773) 265-7605,7115549,Monday
2025-02-24,MAZD,4D,,SIL,,,10300 S. Doty,(773) 568-8495,2983514,Monday
2025-02-24,CHEV,4D,,WHI,S501819,IL,10300 S. Doty,(773) 568-8495,2983516,Monday
2025-02-24,DODG,LL,TK,MAR,ER35538,IL,10300 S. Doty,(773) 568-8495,2983517,Monday
2025-02-24,JEEP,LL,TK,BLK,DA52980,IL,10300 S. Doty,(773) 568-8495,2983522,Monday
2025-02-24,FORD,4D,,GRY,,,701 N. Sacramento,(773) 265-7605,7115556,Monday
2025-02-23,FORD,4D,,SIL,EX95721,IL,10300 S. Doty,(773) 568-8495,2983445,Sunday
2025-02-24,SCIO,SW,,GRY,L663028,IL,701 N. Sacramento,(773) 265-1846,1548886,Monday
2025-02-24,CHRY,4D,,BLK,EJ24479,IL,400 E. Lower Wacker,(312) 744-7550,0336816,Monday
2025-02-24,HYUN,4D,,GRY,EJ22729,IL,400 E. Lower Wacker,(312) 744-7550,0336817,Monday
2025-02-24,NISS,LL,,SIL,,,701 N. Sacramento,(773) 265-7605,7115559,Monday
2025-02-24,LEXS,LL,,BLK,KMMB,IL,701 N. Sacramento,(773) 265-7605,7115527,Monday
2025-02-24,HOND,4D,,RED,DR31807,IL,701 N. Sacramento,(773) 265-7605,7115528,Monday
2025-02-24,JEEP,LL,,GRY,ER19218,IL,10300 S. Doty,(773) 568-8495,2983526,Monday
2025-02-23,VOLV,LL,,WHI,EL95829,IL,10300 S. Doty,(773) 568-8495,2983483,Sunday
2025-02-24,FORD,LL,,PLE,9760621,IL,10300 S. Doty,(773) 568-8495,2983525,Monday
2025-02-24,ISU,,TK,GRN,187892F,IL,10300 S. Doty,(773) 785-9752,1727720,Monday
2025-02-24,HYUN,4D,,RED,DY16642,IL,701 N. Sacramento,(773) 265-7605,7115590,Monday
2025-02-24,BMW,LL,,BLK,EX72945,IL,701 N. Sacramento,(773) 265-7605,7115591,Monday
2025-02-24,FORD,2D,,BLU,,,10300 S. Doty,(773) 568-8495,2983543,Monday
2024-12-23,,MH,,BGE,,,701 N. Sacramento,(773) 265-1846,1548637,Monday
2025-02-24,FORD,LL,TK,WHI,,,701 N. Sacramento,(773) 265-7605,7115563,Monday
2025-02-24,CHEV,4D,,BLK,DL8432B,IL,10300 S. Doty,(773) 568-8495,2983529,Monday
2025-02-24,HOND,LL,,PLE,,,10300 S. Doty,(773) 568-8495,2983545,Monday
2025-02-24,SUBA,LL,,GLD,DX84807,IL,701 N. Sacramento,(773) 265-1846,1548889,Monday
2025-02-24,CHEV,PK,,RED,TK1080EW,IN,10300 S. Doty,(773) 568-8495,2983544,Monday
2025-02-24,ACUR,4D,,GLD,AX89208,IL,10300 S. Doty,(773) 568-8495,2983546,Monday
2025-02-24,TOYT,SD,,SIL,,IL,10300 S. Doty,(773) 568-8495,2983550,Monday
2025-02-24,ACUR,4D,,BLK,,,701 N. Sacramento,(773) 265-7605,7115602,Monday
2025-02-24,AUDI,4D,,SIL,,IL,10300 S. Doty,(773) 568-8495,2983549,Monday
2025-02-24,VOLK,4D,,BLK,DG34650,IL,400 E. Lower Wacker,(312) 744-7550,0336848,Monday
2025-02-24,STOU,SE,,WHI,230585ST,IL,10300 S. Doty,(773) 568-8495,2983554,Monday
2025-02-24,ACUR,4D,,BLK,CQ50971,IL,10300 S. Doty,(773) 568-8495,2983551,Monday
2025-02-24,INTE,TR,,RED,,IL,10300 S. Doty,(773) 568-8495,2983553,Monday
2025-02-24,HOND,4D,,GRY,BF24320,IL,10300 S. Doty,(773) 568-8495,2983555,Monday
2025-02-24,NISS,LL,MUR,BLK,EK21119,IL,10300 S. Doty,(773) 568-8495,2983556,Monday
2025-02-24,HYUN,4D,,BLK,EK41711,IL,400 E. Lower Wacker,(312) 744-7550,0336861,Monday
2025-02-24,CHEV,4D,,BLU,,IL,701 N. Sacramento,(773) 265-7605,7115609,Monday
2025-02-24,FORD,4D,,BLK,EP78154,IL,10300 S. Doty,(773) 568-8495,2983559,Monday
2025-02-24,ACUR,4D,,TAN,,,10300 S. Doty,(773) 568-8495,2983558,Monday
2025-02-24,CHEV,4D,,BLK,AWB6206,WA,10300 S. Doty,(773) 568-8495,2983560,Monday
2025-02-24,GMC,LL,,WHI,EH33692,IL,701 N. Sacramento,(773) 265-7605,7115610,Monday
2025-02-25,HYUN,4D,,WHI,EV36221,IL,701 N. Sacramento,(773) 265-7605,7115611,Tuesday
2025-02-25,BUIC,4T,,GLD,,IL,10300 S. Doty,(773) 568-8495,2983567,Tuesday
2025-02-25,CHEV,4T,,WHI,,IL,10300 S. Doty,(773) 568-8495,2983565,Tuesday
2025-02-25,TOYT,4D,,BLU,,IL,10300 S. Doty,(773) 568-8495,2983569,Tuesday
2025-02-25,CHEV,LL,TK,WHI,CM48224,IL,10300 S. Doty,(773) 568-8495,2983570,Tuesday
2025-02-25,HOND,4D,,BLK,,IL,10300 S. Doty,(773) 568-8495,2983566,Tuesday
2025-02-25,MAZD,4D,,SIL,,IL,10300 S. Doty,(773) 568-8495,2983574,Tuesday
2025-02-25,JEEP,LL,TK,BLK,,,10300 S. Doty,(773) 568-8495,2983575,Tuesday
2025-02-25,CHEV,LL,TK,TAN,,,701 N. Sacramento,(773) 265-7605,7115616,Tuesday
2025-02-25,KIA,4T,,GRY,BB53731,IL,701 N. Sacramento,(773) 265-7605,7115618,Tuesday
2025-02-25,CHEV,4D,,BLK,FB27733,IL,701 N. Sacramento,(773) 265-7605,7115619,Tuesday
2025-02-25,KIA,LL,,GRY,EA91569,IL,701 N. Sacramento,(773) 265-7605,7115659,Tuesday
2025-02-25,CHEV,LL,,GRY,ZUT204,IL,400 E. Lower Wacker,(312) 744-7550,0336878,Tuesday
2025-02-25,SUBA,LL,,SIL,AR47105,IL,400 E. Lower Wacker,(312) 744-7550,0336879,Tuesday
2025-02-25,AUDI,4D,,BLU,EP38218,IL,10300 S. Doty,(773) 568-8495,2983582,Tuesday
2025-02-25,TOYT,4D,,GRY,EP61526,IL,701 N. Sacramento,(773) 265-7605,7115620,Tuesday
2025-02-25,CHRY,4D,,BLK,ZXTY25,IL,701 N. Sacramento,(773) 265-1846,1548890,Tuesday
2025-02-25,BMW,4D,,BLU,,,701 N. Sacramento,(773) 265-7605,7115624,Tuesday
2025-02-25,CHRY,VN,,BLU,,IL,701 N. Sacramento,(773) 265-7605,7115623,Tuesday
2025-02-25,FORD,4D,,WHI,EV16316,IL,10300 S. Doty,(773) 568-8495,2983584,Tuesday
2025-02-25,MAZD,4D,,BLK,EL48509,IL,701 N. Sacramento,(773) 265-1846,1548893,Tuesday
2025-02-25,KIA,4D,,RED,602FL,IN,701 N. Sacramento,(773) 265-1846,1548894,Tuesday
2025-02-25,ACUR,LL,,GRY,EZ77484,IL,10300 S. Doty,(773) 568-8495,2983585,Tuesday
2025-02-25,VOLK,2D,,GRY,ET16455,IL,701 N. Sacramento,(773) 265-7605,7115626,Tuesday
2025-02-25,KIA,4D,,GRY,DE84762,IL,10300 S. Doty,(773) 568-8495,2983598,Tuesday
2025-02-25,LEXS,LL,,WHI,2809R24,IL,10300 S. Doty,(773) 785-9752,1727721,Tuesday
2025-02-25,CHEV,4D,,GRY,,IL,10300 S. Doty,(773) 568-8495,2983599,Tuesday
2025-02-25,NISS,4D,,BLK,,IL,701 N. Sacramento,(773) 265-7605,7115665,Tuesday
2025-02-25,VOLK,LL,,BLK,DL88506,IL,701 N. Sacramento,(773) 265-7605,7115664,Tuesday
2025-02-25,FORD,4D,,RED,DQ81744,IL,701 N. Sacramento,(773) 265-7605,7115663,Tuesday
2025-02-25,FORD,LL,,BLK,DR13643,IL,701 N. Sacramento,(773) 265-1846,1548895,Tuesday
2025-02-25,CHEV,LL,TK,DBL,EL49031,IL,701 N. Sacramento,(773) 265-7605,7115668,Tuesday
2025-02-25,JEEP,LL,TK,BLK,DM94662,IL,701 N. Sacramento,(773) 265-7605,7115670,Tuesday
2025-02-25,HYUN,4D,,SIL,,,10300 S. Doty,(773) 568-8495,2983610,Tuesday
2025-02-25,CHEV,LL,TK,WHI,,,10300 S. Doty,(773) 568-8495,2983608,Tuesday
2025-02-25,NISS,4D,,BLK,DB80340,IL,701 N. Sacramento,(773) 265-7605,7115673,Tuesday
2025-02-25,VOLK,LL,TK,DBL,CE83287,IL,10300 S. Doty,(773) 568-8495,2983611,Tuesday
2025-02-25,ACUR,4D,,BLK,,IL,701 N. Sacramento,(773) 265-7605,7115675,Tuesday
2025-02-25,FORD,LL,TK,BLK,EL18281,IL,701 N. Sacramento,(773) 265-7605,7115676,Tuesday
2025-02-25,CHEV,4D,,GRY,550AB916,IL,10300 S. Doty,(773) 568-8495,2983617,Tuesday
2025-02-25,DODG,LL,,BLK,EW26967,IL,10300 S. Doty,(773) 568-8495,2983618,Tuesday
2025-02-26,NISS,4D,,SIL,CR37747,IL,701 N. Sacramento,(773) 265-7605,7115682,Wednesday
2025-02-26,HOND,LL,,BLK,CS81215,IL,701 N. Sacramento,(773) 265-7605,7115680,Wednesday
2025-02-26,NISS,PK,,GRY,3272747B,IL,701 N. Sacramento,(773) 265-7605,7115683,Wednesday
2025-02-26,FORD,4D,,SIL,EE93656,IL,10300 S. Doty,(773) 568-8495,2983619,Wednesday
2025-02-25,FORD,LL,TK,GRY,,,10300 S. Doty,(773) 568-8495,513582,Tuesday
2025-02-26,BMW,LL,,BLK,,IL,10300 S. Doty,(773) 568-8495,2983622,Wednesday
2025-02-26,CHRY,4D,,BLK,BN76606,IL,10300 S. Doty,(773) 568-8495,513580,Wednesday
2025-02-26,CHEV,4D,,BLU,5783BD,IL,10300 S. Doty,(773) 568-8495,2983625,Wednesday
2025-02-26,FORD,4D,,WHI,DF45840,IL,10300 S. Doty,(773) 568-8495,2983624,Wednesday
2025-02-26,CHEV,LL,,BLK,EV92359,IL,10300 S. Doty,(773) 568-8495,2983623,Wednesday
2025-02-26,SATU,4D,,RED,DT32712,IL,701 N. Sacramento,(773) 265-7605,7115687,Wednesday
2025-02-26,ACUR,LL,,GRY,EE55776,IL,701 N. Sacramento,(773) 265-7605,7115689,Wednesday
2025-02-26,BUIC,LL,,SIL,DJ79535,IL,701 N. Sacramento,(773) 265-7605,7115690,Wednesday
2025-02-26,HOND,LL,,GRY,DQ22720,IL,701 N. Sacramento,(773) 265-7605,7115693,Wednesday
2025-02-26,HOND,4D,,TAN,5345222,IL,701 N. Sacramento,(773) 265-7605,7115692,Wednesday
2025-02-26,FORD,LL,,WHI,3553345B,IL,701 N. Sacramento,(773) 265-7605,7115688,Wednesday
2025-02-26,MAZD,4D,,BLK,CE76452,IL,701 N. Sacramento,(773) 265-7605,7115696,Wednesday
2025-02-26,LEXS,LL,,BLK,FD36830,IL,10300 S. Doty,(773) 568-8495,513581,Wednesday
2025-02-26,TOYT,LL,,BLK,EQ59254,IL,701 N. Sacramento,(773) 265-7605,7115716,Wednesday
2025-02-26,VOLK,LL,,BLK,DQ28937,IL,10300 S. Doty,(773) 568-8495,513583,Wednesday
2025-02-26,HOND,4D,,WHI,EB37365,IL,701 N. Sacramento,(773) 265-7605,7115700,Wednesday
2025-02-26,FORD,4D,,BLU,DM55895,IL,701 N. Sacramento,(773) 265-7605,7115698,Wednesday
2025-02-26,FORD,LL,,WHI,,IL,10300 S. Doty,(773) 568-8495,513584,Wednesday
2025-02-26,TOYT,4D,,WHI,SEU9623,GA,701 N. Sacramento,(773) 265-7605,7115701,Wednesday
2025-02-26,JEEP,LL,,SIL,,IL,10300 S. Doty,(773) 568-8495,2983631,Wednesday
2025-02-26,ALFA,4D,,WHI,EP62452,IL,701 N. Sacramento,(773) 265-7605,7115704,Wednesday
2025-02-26,CHEV,4D,,RED,2750490,IL,10300 S. Doty,(773) 785-9752,1727723,Wednesday
2025-02-26,GMC,PK,,RED,,IL,701 N. Sacramento,(773) 265-7605,7115730,Wednesday
2025-02-26,CHEV,4D,,SIL,DT38987,IL,701 N. Sacramento,(773) 265-7605,7115737,Wednesday
2025-02-26,CHEV,LL,,SIL,EG80453,IL,701 N. Sacramento,(773) 265-7605,7115736,Wednesday
2025-02-26,JEEP,LL,GCH,GRY,,IL,10300 S. Doty,(773) 568-8495,2983634,Wednesday
2025-02-26,NISS,4D,,BLK,EL89490,IL,701 N. Sacramento,(773) 265-7605,7115739,Wednesday
2025-02-26,CHEV,4D,,DBL,DS81532,IL,701 N. Sacramento,(773) 265-1846,1548896,Wednesday
2025-02-25,DODG,4D,,WHI,DR58457,IL,10300 S. Doty,(773) 568-8495,2983602,Tuesday
2025-02-25,VOLK,4D,,WHI,,IL,10300 S. Doty,(773) 568-8495,2983605,Tuesday
2025-02-26,CHEV,LL,,BRZ,EG70424,IL,701 N. Sacramento,(773) 265-1846,1548897,Wednesday
2025-02-26,KIA,LL,,WHI,,FL,10300 S. Doty,(773) 568-8495,2983635,Wednesday
2025-02-25,LINC,4D,,BGE,,IL,10300 S. Doty,(773) 568-8495,2983606,Tuesday
2025-02-26,TOYT,4D,,GRY,EH64266,IL,701 N. Sacramento,(773) 265-7605,7115738,Wednesday
2025-02-26,LINC,LL,,BLK,,IL,10300 S. Doty,(773) 568-8495,2983650,Wednesday
2025-02-26,KIA,LL,,BLK,DY19653,IL,701 N. Sacramento,(773) 265-1846,1548898,Wednesday
2025-02-22,CHEV,LL,,WHI,78087R,IL,10300 S. Doty,(773) 568-8495,2983401,Saturday
2025-02-25,ACUR,LL,,BLK,34424LY,IL,701 N. Sacramento,(773) 265-7605,7115750,Tuesday
2025-02-26,TOYT,LL,,WHI,EK85978,IL,701 N. Sacramento,(773) 265-7605,7115752,Wednesday
2025-02-26,MERC,LL,,SIL,,IL,10300 S. Doty,(773) 785-9752,1727724,Wednesday
2025-02-26,FORD,4D,,WHI,751EHG,IN,10300 S. Doty,(773) 568-8495,2983651,Wednesday
2025-02-26,GMC,LL,,ONG,EF62826,IL,10300 S. Doty,(773) 568-8495,2983652,Wednesday
2025-02-26,CADI,4D,,WHI,Q224400,IL,701 N. Sacramento,(773) 265-7605,7115754,Wednesday
2025-02-26,,LL,,WHI,P1004287,IL,10300 S. Doty,(773) 568-8495,2983655,Wednesday
2025-02-26,TOYO,4D,,RED,EC75846,IL,701 N. Sacramento,(773) 265-7605,7115755,Wednesday
2025-02-26,CHEV,LL,,GRY,007719A0,IL,10300 S. Doty,(773) 785-9752,1727725,Wednesday
2025-02-26,KIA,4D,,BLK,BN35855,IL,701 N. Sacramento,(773) 265-7605,7115757,Wednesday
2025-02-26,VOLK,4D,,GRY,,IL,10300 S. Doty,(773) 568-8495,2983659,Wednesday
2025-02-26,FORD,VN,,WHI,EB97248,IL,10300 S. Doty,(773) 568-8495,2983658,Wednesday
2025-02-26,CADI,4D,,DBL,BU39073,IL,701 N. Sacramento,(773) 265-7605,7115759,Wednesday
2025-02-26,DODG,LL,,BLK,DV12848,IL,10300 S. Doty,(773) 785-9752,1727727,Wednesday
2025-02-26,HOND,4D,CIV,WHI,DGR471,MN,701 N. Sacramento,(773) 265-7605,7115764,Wednesday
2025-02-26,CHEV,4D,,SIL,011198A6,IL,701 N. Sacramento,(773) 265-7605,7115760,Wednesday
2025-02-26,LEXS,4D,,BLK,TWP6930,VA,701 N. Sacramento,(773) 265-7605,7115762,Wednesday
2025-02-26,TOYO,4D,,SIL,EY92489,IL,701 N. Sacramento,(773) 265-7605,7115763,Wednesday
2025-02-26,DODG,2D,,WHI,,IL,10300 S. Doty,(773) 785-9752,1727729,Wednesday
2025-02-26,CHRY,4D,,WHI,,IL,10300 S. Doty,(773) 785-9752,1727728,Wednesday
2025-02-26,INFI,4D,,BLK,,IL,10300 S. Doty,(773) 568-8495,2983661,Wednesday
2025-02-26,LINC,LL,NAV,SIL,,IN,701 N. Sacramento,(773) 265-7605,7115765,Wednesday
2025-02-26,HOND,4D,CIV,SIL,,IL,701 N. Sacramento,(773) 265-7605,7115766,Wednesday
2025-02-26,FORD,4D,,BLK,,IL,701 N. Sacramento,(773) 265-7605,7115767,Wednesday
2025-02-26,KIA,LL,,BLU,WLJ826,SC,701 N. Sacramento,(773) 265-7605,7115768,Wednesday
2025-02-26,NISS,LL,,GRY,,IL,701 N. Sacramento,(773) 265-1846,1548899,Wednesday
2025-02-26,GMC,VN,,YEL,163556F,IL,701 N. Sacramento,(773) 265-7605,7115769,Wednesday
2025-02-26,BMW,MC,,RED,,IL,10300 S. Doty,(773) 568-8495,2983660,Wednesday
2025-02-26,HYUN,4D,,RED,Y888914,IL,10300 S. Doty,(773) 568-8495,2983663,Wednesday
2025-02-26,MERZ,4D,,BLK,,IL,701 N. Sacramento,(773) 265-7605,7115770,Wednesday
2025-02-26,TOYT,4D,,BLK,EU61300,IL,701 N. Sacramento,(773) 265-7605,7115771,Wednesday
2025-02-26,CHRY,VN,PCF,GRY,,IL,701 N. Sacramento,(773) 265-7605,7115773,Wednesday
